trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled
OCESN5062F3241422:2024-09-25T00:19:05Z,09:30:00,09:33:00,StopPoint:OCETGV INOUI-87703975,1,,0,0,
OCESN5062F3241422:2024-09-25T00:19:05Z,10:10:00,10:15:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN5062F3241422:2024-09-25T00:19:05Z,10:50:00,11:00:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5062F3241422:2024-09-25T00:19:05Z,12:47:00,12:51:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5062F3241422:2024-09-25T00:19:05Z,13:01:00,13:07:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5062F3241422:2024-09-25T00:19:05Z,13:35:00,13:39:00,StopPoint:OCETGV INOUI-87313882,6,,0,0,
OCESN5062F3241422:2024-09-25T00:19:05Z,13:57:00,14:04:00,StopPoint:OCETGV INOUI-87342014,7,,0,0,
OCESN5062F3241422:2024-09-25T00:19:05Z,14:24:00,14:24:00,StopPoint:OCETGV INOUI-87223263,8,,1,0,
OCESN5062F3317535:2024-09-25T00:19:05Z,08:59:00,08:59:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN5062F3317535:2024-09-25T00:19:05Z,09:24:00,09:27:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN5062F3317535:2024-09-25T00:19:05Z,10:10:00,10:15:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN5062F3317535:2024-09-25T00:19:05Z,10:50:00,11:00:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5062F3317535:2024-09-25T00:19:05Z,12:47:00,12:51:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5062F3317535:2024-09-25T00:19:05Z,13:01:00,13:07:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5062F3317535:2024-09-25T00:19:05Z,13:36:00,13:40:00,StopPoint:OCETGV INOUI-87313882,6,,0,0,
OCESN5062F3317535:2024-09-25T00:19:05Z,13:57:00,14:04:00,StopPoint:OCETGV INOUI-87342014,7,,0,0,
OCESN5062F3317535:2024-09-25T00:19:05Z,14:24:00,14:24:00,StopPoint:OCETGV INOUI-87223263,8,,1,0,
OCESN5062F3357086:2024-09-25T00:19:05Z,08:59:00,08:59:00,StopPoint:OCETGV INOUI-87773002,0,,0,1,
OCESN5062F3357086:2024-09-25T00:19:05Z,09:24:00,09:27:00,StopPoint:OCETGV INOUI-87775007,1,,0,0,
OCESN5062F3357086:2024-09-25T00:19:05Z,10:12:00,10:17:00,StopPoint:OCETGV INOUI-87763029,2,,0,0,
OCESN5062F3357086:2024-09-25T00:19:05Z,10:51:00,11:00:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5062F3357086:2024-09-25T00:19:05Z,12:47:00,12:51:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5062F3357086:2024-09-25T00:19:05Z,13:01:00,13:07:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5062F3357086:2024-09-25T00:19:05Z,13:36:00,13:40:00,StopPoint:OCETGV INOUI-87313882,6,,0,0,
OCESN5062F3357086:2024-09-25T00:19:05Z,13:57:00,14:04:00,StopPoint:OCETGV INOUI-87342014,7,,0,0,
OCESN5062F3357086:2024-09-25T00:19:05Z,14:24:00,14:24:00,StopPoint:OCETGV INOUI-87223263,8,,1,0,
OCESN5062F3427167:2024-09-25T00:19:05Z,11:00:00,11:00:00,StopPoint:OCETGV INOUI-87723197,0,,0,1,
OCESN5062F3427167:2024-09-25T00:19:05Z,12:47:00,12:51:00,StopPoint:OCETGV INOUI-87111849,1,,0,0,
OCESN5062F3427167:2024-09-25T00:19:05Z,13:00:00,13:05:00,StopPoint:OCETGV INOUI-87271494,2,,0,0,
OCESN5062F3427167:2024-09-25T00:19:05Z,13:36:00,13:40:00,StopPoint:OCETGV INOUI-87313882,3,,0,0,
OCESN5062F3427167:2024-09-25T00:19:05Z,13:57:00,14:04:00,StopPoint:OCETGV INOUI-87342014,4,,0,0,
OCESN5062F3427167:2024-09-25T00:19:05Z,14:24:00,14:24:00,StopPoint:OCETGV INOUI-87223263,5,,1,0,
OCESN5066F3088538:2024-09-25T00:19:05Z,12:14:00,12:14:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN5066F3088538:2024-09-25T00:19:05Z,12:25:00,12:28:00,StopPoint:OCETGV INOUI-87319012,1,,0,1,
OCESN5066F3088538:2024-09-25T00:19:05Z,12:47:00,12:50:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN5066F3088538:2024-09-25T00:19:05Z,13:53:00,14:00:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5066F3088538:2024-09-25T00:19:05Z,15:45:00,15:49:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5066F3088538:2024-09-25T00:19:05Z,15:59:00,16:05:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5066F3088538:2024-09-25T00:19:05Z,16:58:00,16:58:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5066F3152936:2024-09-25T00:19:05Z,12:13:00,12:13:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN5066F3152936:2024-09-25T00:19:05Z,12:24:00,12:27:00,StopPoint:OCETGV INOUI-87319012,1,,0,1,
OCESN5066F3152936:2024-09-25T00:19:05Z,12:46:00,12:49:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN5066F3152936:2024-09-25T00:19:05Z,13:53:00,14:00:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5066F3152936:2024-09-25T00:19:05Z,15:46:00,15:50:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5066F3152936:2024-09-25T00:19:05Z,16:00:00,16:07:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5066F3152936:2024-09-25T00:19:05Z,16:58:00,16:58:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5066F3154027:2024-09-25T00:19:05Z,12:13:00,12:13:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN5066F3154027:2024-09-25T00:19:05Z,12:24:00,12:27:00,StopPoint:OCETGV INOUI-87319012,1,,0,1,
OCESN5066F3154027:2024-09-25T00:19:05Z,12:46:00,12:49:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN5066F3154027:2024-09-25T00:19:05Z,13:54:00,14:00:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5066F3154027:2024-09-25T00:19:05Z,15:46:00,15:50:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5066F3154027:2024-09-25T00:19:05Z,16:00:00,16:07:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5066F3154027:2024-09-25T00:19:05Z,16:58:00,16:58:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5066F3161145:2024-09-25T00:19:05Z,12:14:00,12:14:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN5066F3161145:2024-09-25T00:19:05Z,12:25:00,12:28:00,StopPoint:OCETGV INOUI-87319012,1,,0,1,
OCESN5066F3161145:2024-09-25T00:19:05Z,12:47:00,12:50:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN5066F3161145:2024-09-25T00:19:05Z,13:53:00,14:00:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5066F3161145:2024-09-25T00:19:05Z,15:46:00,15:50:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5066F3161145:2024-09-25T00:19:05Z,16:00:00,16:07:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5066F3161145:2024-09-25T00:19:05Z,16:58:00,16:58:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5066F3267919:2024-09-25T00:19:05Z,12:14:00,12:14:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN5066F3267919:2024-09-25T00:19:05Z,12:25:00,12:28:00,StopPoint:OCETGV INOUI-87319012,1,,0,1,
OCESN5066F3267919:2024-09-25T00:19:05Z,12:47:00,12:51:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN5066F3267919:2024-09-25T00:19:05Z,13:53:00,14:00:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5066F3267919:2024-09-25T00:19:05Z,15:45:00,15:49:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5066F3267919:2024-09-25T00:19:05Z,15:59:00,16:05:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5066F3267919:2024-09-25T00:19:05Z,16:58:00,16:58:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5066F3267920:2024-09-25T00:19:05Z,12:14:00,12:14:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN5066F3267920:2024-09-25T00:19:05Z,12:25:00,12:28:00,StopPoint:OCETGV INOUI-87319012,1,,0,1,
OCESN5066F3267920:2024-09-25T00:19:05Z,12:47:00,12:51:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN5066F3267920:2024-09-25T00:19:05Z,13:53:00,14:00:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5066F3267920:2024-09-25T00:19:05Z,15:45:00,15:49:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5066F3267920:2024-09-25T00:19:05Z,15:59:00,16:05:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5066F3267920:2024-09-25T00:19:05Z,16:58:00,16:58:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5066F3362133:2024-09-25T00:19:05Z,12:14:00,12:14:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN5066F3362133:2024-09-25T00:19:05Z,12:25:00,12:28:00,StopPoint:OCETGV INOUI-87319012,1,,0,1,
OCESN5066F3362133:2024-09-25T00:19:05Z,12:47:00,12:50:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN5066F3362133:2024-09-25T00:19:05Z,13:53:00,14:00:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5066F3362133:2024-09-25T00:19:05Z,15:46:00,15:50:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5066F3362133:2024-09-25T00:19:05Z,16:00:00,16:07:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5066F3362133:2024-09-25T00:19:05Z,16:58:00,16:58:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5066F3369959:2024-09-25T00:19:05Z,12:14:00,12:14:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN5066F3369959:2024-09-25T00:19:05Z,12:25:00,12:28:00,StopPoint:OCETGV INOUI-87319012,1,,0,1,
OCESN5066F3369959:2024-09-25T00:19:05Z,12:47:00,12:50:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN5066F3369959:2024-09-25T00:19:05Z,13:54:00,14:00:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5066F3369959:2024-09-25T00:19:05Z,15:46:00,15:50:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5066F3369959:2024-09-25T00:19:05Z,16:00:00,16:07:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5066F3369959:2024-09-25T00:19:05Z,16:58:00,16:58:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5066F3426090:2024-09-25T00:19:05Z,12:13:00,12:13:00,StopPoint:OCETGV INOUI-87751008,0,,0,1,
OCESN5066F3426090:2024-09-25T00:19:05Z,12:24:00,12:27:00,StopPoint:OCETGV INOUI-87319012,1,,0,1,
OCESN5066F3426090:2024-09-25T00:19:05Z,12:46:00,12:49:00,StopPoint:OCETGV INOUI-87318964,2,,0,0,
OCESN5066F3426090:2024-09-25T00:19:05Z,13:54:00,14:00:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5066F3426090:2024-09-25T00:19:05Z,15:45:00,15:49:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5066F3426090:2024-09-25T00:19:05Z,15:59:00,16:05:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5066F3426090:2024-09-25T00:19:05Z,16:58:00,16:58:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5080F3103388:2024-09-25T00:19:05Z,12:00:00,12:00:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5080F3103388:2024-09-25T00:19:05Z,12:26:00,12:29:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5080F3103388:2024-09-25T00:19:05Z,12:57:00,13:00:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5080F3103388:2024-09-25T00:19:05Z,13:52:00,13:55:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5080F3103388:2024-09-25T00:19:05Z,14:26:00,14:31:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5080F3103388:2024-09-25T00:19:05Z,14:41:00,14:58:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5080F3103388:2024-09-25T00:19:05Z,15:50:00,15:50:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5080F3219423:2024-09-25T00:19:05Z,12:00:00,12:00:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5080F3219423:2024-09-25T00:19:05Z,12:26:00,12:29:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5080F3219423:2024-09-25T00:19:05Z,12:57:00,13:00:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5080F3219423:2024-09-25T00:19:05Z,13:48:00,13:55:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5080F3219423:2024-09-25T00:19:05Z,14:26:00,14:31:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5080F3219423:2024-09-25T00:19:05Z,14:41:00,14:57:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5080F3219423:2024-09-25T00:19:05Z,15:50:00,15:50:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5080F3278079:2024-09-25T00:19:05Z,12:00:00,12:00:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5080F3278079:2024-09-25T00:19:05Z,12:26:00,12:29:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5080F3278079:2024-09-25T00:19:05Z,12:57:00,13:00:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5080F3278079:2024-09-25T00:19:05Z,13:52:00,13:55:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5080F3278079:2024-09-25T00:19:05Z,14:26:00,14:31:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5080F3278079:2024-09-25T00:19:05Z,14:41:00,14:57:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5080F3278079:2024-09-25T00:19:05Z,15:50:00,15:50:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5080F3426092:2024-09-25T00:19:05Z,12:00:00,12:00:00,StopPoint:OCETGV INOUI-87471003,0,,0,1,
OCESN5080F3426092:2024-09-25T00:19:05Z,12:26:00,12:29:00,StopPoint:OCETGV INOUI-87478404,1,,0,0,
OCESN5080F3426092:2024-09-25T00:19:05Z,12:57:00,13:00:00,StopPoint:OCETGV INOUI-87396002,2,,0,0,
OCESN5080F3426092:2024-09-25T00:19:05Z,13:48:00,13:55:00,StopPoint:OCETGV INOUI-87393702,3,,0,0,
OCESN5080F3426092:2024-09-25T00:19:05Z,14:26:00,14:31:00,StopPoint:OCETGV INOUI-87111849,4,,0,0,
OCESN5080F3426092:2024-09-25T00:19:05Z,14:41:00,14:58:00,StopPoint:OCETGV INOUI-87271494,5,,0,0,
OCESN5080F3426092:2024-09-25T00:19:05Z,15:50:00,15:50:00,StopPoint:OCETGV INOUI-87223263,6,,1,0,
OCESN5092F3268247:2024-09-25T00:19:05Z,15:45:00,15:45:00,StopPoint:OCETGV INOUI-87722025,0,,0,1,
OCESN5092F3268247:2024-09-25T00:19:05Z,15:53:00,15:59:00,StopPoint:OCETGV INOUI-87723197,1,,0,0,
OCESN5092F3268247:2024-09-25T00:19:05Z,17:47:00,17:51:00,StopPoint:OCETGV INOUI-87111849,2,,0,0,
OCESN5092F3268247:2024-09-25T00:19:05Z,18:01:00,18:07:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5092F3268247:2024-09-25T00:19:05Z,18:37:00,18:40:00,StopPoint:OCETGV INOUI-87313882,4,,0,0,
OCESN5092F3268247:2024-09-25T00:19:05Z,18:57:00,19:03:00,StopPoint:OCETGV INOUI-87342014,5,,0,0,
OCESN5092F3268247:2024-09-25T00:19:05Z,19:16:00,19:22:00,StopPoint:OCETGV INOUI-87345009,6,,0,0,
OCESN5092F3268247:2024-09-25T00:19:05Z,19:44:00,19:44:00,StopPoint:OCETGV INOUI-87286005,7,,1,0,
OCESN5092F3268780:2024-09-25T00:19:05Z,15:45:00,15:45:00,StopPoint:OCETGV INOUI-87722025,0,,0,1,
OCESN5092F3268780:2024-09-25T00:19:05Z,15:53:00,15:59:00,StopPoint:OCETGV INOUI-87723197,1,,0,0,
OCESN5092F3268780:2024-09-25T00:19:05Z,17:47:00,17:51:00,StopPoint:OCETGV INOUI-87111849,2,,0,0,
OCESN5092F3268780:2024-09-25T00:19:05Z,18:01:00,18:07:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5092F3268780:2024-09-25T00:19:05Z,18:36:00,18:39:00,StopPoint:OCETGV INOUI-87313882,4,,0,0,
OCESN5092F3268780:2024-09-25T00:19:05Z,18:55:00,19:01:00,StopPoint:OCETGV INOUI-87342014,5,,0,0,
OCESN5092F3268780:2024-09-25T00:19:05Z,19:14:00,19:20:00,StopPoint:OCETGV INOUI-87345009,6,,0,0,
OCESN5092F3268780:2024-09-25T00:19:05Z,19:44:00,19:44:00,StopPoint:OCETGV INOUI-87286005,7,,1,0,
OCESN5092F3354952:2024-10-01T00:19:58Z,15:45:00,15:45:00,StopPoint:OCETGV INOUI-87722025,0,,0,1,
OCESN5092F3354952:2024-10-01T00:19:58Z,15:53:00,15:59:00,StopPoint:OCETGV INOUI-87723197,1,,0,0,
OCESN5092F3354952:2024-10-01T00:19:58Z,17:47:00,17:51:00,StopPoint:OCETGV INOUI-87111849,2,,0,0,
OCESN5092F3354952:2024-10-01T00:19:58Z,18:01:00,18:07:00,StopPoint:OCETGV INOUI-87271494,3,,0,0,
OCESN5092F3354952:2024-10-01T00:19:58Z,18:35:00,18:38:00,StopPoint:OCETGV INOUI-87313882,4,,0,0,
OCESN5092F3354952:2024-10-01T00:19:58Z,18:54:00,19:00:00,StopPoint:OCETGV INOUI-87342014,5,,0,0,
OCESN5092F3354952:2024-10-01T00:19:58Z,19:14:00,19:20:00,StopPoint:OCETGV INOUI-87345009,6,,0,0,
OCESN5092F3354952:2024-10-01T00:19:58Z,19:44:00,19:44:00,StopPoint:OCETGV INOUI-87286005,7,,1,0,
OCESN5102F3161141:2024-10-13T00:47:17Z,05:50:00,05:50:00,StopPoint:OCETGV INOUI-87223263,0,,0,1,
OCESN5102F3161141:2024-10-13T00:47:17Z,06:50:00,06:56:00,StopPoint:OCETGV INOUI-87271494,1,,0,0,
OCESN5102F3161141:2024-10-13T00:47:17Z,07:05:00,07:13:00,StopPoint:OCETGV INOUI-87111849,2,,0,0,
OCESN5102F3161141:2024-10-13T00:47:17Z,09:00:00,09:06:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5102F3161141:2024-10-13T00:47:17Z,10:09:00,10:12:00,StopPoint:OCETGV INOUI-87318964,4,,0,0,
OCESN5102F3161141:2024-10-13T00:47:17Z,10:31:00,10:34:00,StopPoint:OCETGV INOUI-87319012,5,,0,0,
OCESN5102F3161141:2024-10-13T00:47:17Z,10:46:00,10:46:00,StopPoint:OCETGV INOUI-87751008,6,,1,0,
OCESN5102F3301840:2024-10-12T00:35:06Z,05:50:00,05:50:00,StopPoint:OCETGV INOUI-87223263,0,,0,1,
OCESN5102F3301840:2024-10-12T00:35:06Z,06:50:00,06:56:00,StopPoint:OCETGV INOUI-87271494,1,,0,0,
OCESN5102F3301840:2024-10-12T00:35:06Z,07:05:00,07:13:00,StopPoint:OCETGV INOUI-87111849,2,,0,0,
OCESN5102F3301840:2024-10-12T00:35:06Z,09:00:00,09:06:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5102F3301840:2024-10-12T00:35:06Z,10:09:00,10:12:00,StopPoint:OCETGV INOUI-87318964,4,,0,0,
OCESN5102F3301840:2024-10-12T00:35:06Z,10:31:00,10:34:00,StopPoint:OCETGV INOUI-87319012,5,,0,0,
OCESN5102F3301840:2024-10-12T00:35:06Z,10:46:00,10:46:00,StopPoint:OCETGV INOUI-87751008,6,,1,0,
OCESN5113F3152934:2024-09-27T00:18:41Z,09:01:00,09:01:00,StopPoint:OCETGV INOUI-87223263,0,,0,1,
OCESN5113F3152934:2024-09-27T00:18:41Z,09:53:00,09:59:00,StopPoint:OCETGV INOUI-87271494,1,,0,0,
OCESN5113F3152934:2024-09-27T00:18:41Z,10:08:00,10:13:00,StopPoint:OCETGV INOUI-87111849,2,,0,0,
OCESN5113F3152934:2024-09-27T00:18:41Z,12:00:00,12:07:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5113F3152934:2024-09-27T00:18:41Z,12:42:00,12:59:00,StopPoint:OCETGV INOUI-87763029,4,,0,0,
OCESN5113F3152934:2024-09-27T00:18:41Z,13:32:00,13:35:00,StopPoint:OCETGV INOUI-87318964,5,,0,0,
OCESN5113F3152934:2024-09-27T00:18:41Z,14:03:00,14:03:00,StopPoint:OCETGV INOUI-87751008,6,,1,0,
OCESN5113F3241076:2024-09-25T00:19:05Z,09:01:00,09:01:00,StopPoint:OCETGV INOUI-87223263,0,,0,1,
OCESN5113F3241076:2024-09-25T00:19:05Z,09:54:00,10:00:00,StopPoint:OCETGV INOUI-87271494,1,,0,0,
OCESN5113F3241076:2024-09-25T00:19:05Z,10:09:00,10:13:00,StopPoint:OCETGV INOUI-87111849,2,,0,0,
OCESN5113F3241076:2024-09-25T00:19:05Z,12:00:00,12:10:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5113F3241076:2024-09-25T00:19:05Z,12:45:00,12:59:00,StopPoint:OCETGV INOUI-87763029,4,,0,0,
OCESN5113F3241076:2024-09-25T00:19:05Z,13:31:00,13:34:00,StopPoint:OCETGV INOUI-87318964,5,,0,0,
OCESN5113F3241076:2024-09-25T00:19:05Z,14:03:00,14:03:00,StopPoint:OCETGV INOUI-87751008,6,,1,0,
OCESN5120F3091622:2024-09-25T00:19:05Z,15:26:00,15:26:00,StopPoint:OCETGV INOUI-87223263,0,,0,1,
OCESN5120F3091622:2024-09-25T00:19:05Z,16:21:00,16:27:00,StopPoint:OCETGV INOUI-87271494,1,,0,0,
OCESN5120F3091622:2024-09-25T00:19:05Z,16:37:00,16:42:00,StopPoint:OCETGV INOUI-87111849,2,,0,0,
OCESN5120F3091622:2024-09-25T00:19:05Z,18:30:00,18:40:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5120F3091622:2024-09-25T00:19:05Z,19:21:00,19:24:00,StopPoint:OCETGV INOUI-87763029,4,,0,0,
OCESN5120F3091622:2024-09-25T00:19:05Z,20:12:00,20:16:00,StopPoint:OCETGV INOUI-87775007,5,,0,0,
OCESN5120F3091622:2024-09-25T00:19:05Z,20:49:00,20:49:00,StopPoint:OCETGV INOUI-87773002,6,,1,0,
OCESN5120F3134467:2024-09-30T00:22:58Z,15:26:00,15:26:00,StopPoint:OCETGV INOUI-87223263,0,,0,1,
OCESN5120F3134467:2024-09-30T00:22:58Z,16:19:00,16:27:00,StopPoint:OCETGV INOUI-87271494,1,,0,0,
OCESN5120F3134467:2024-09-30T00:22:58Z,16:37:00,16:42:00,StopPoint:OCETGV INOUI-87111849,2,,0,0,
OCESN5120F3134467:2024-09-30T00:22:58Z,18:30:00,18:40:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5120F3134467:2024-09-30T00:22:58Z,19:21:00,19:24:00,StopPoint:OCETGV INOUI-87763029,4,,0,0,
OCESN5120F3134467:2024-09-30T00:22:58Z,20:12:00,20:16:00,StopPoint:OCETGV INOUI-87775007,5,,0,0,
OCESN5120F3134467:2024-09-30T00:22:58Z,20:49:00,20:49:00,StopPoint:OCETGV INOUI-87773002,6,,1,0,
OCESN5120F3161130:2024-09-25T00:19:05Z,15:26:00,15:26:00,StopPoint:OCETGV INOUI-87223263,0,,0,1,
OCESN5120F3161130:2024-09-25T00:19:05Z,16:21:00,16:27:00,StopPoint:OCETGV INOUI-87271494,1,,0,0,
OCESN5120F3161130:2024-09-25T00:19:05Z,16:37:00,16:42:00,StopPoint:OCETGV INOUI-87111849,2,,0,0,
OCESN5120F3161130:2024-09-25T00:19:05Z,18:30:00,18:40:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5120F3161130:2024-09-25T00:19:05Z,19:20:00,19:23:00,StopPoint:OCETGV INOUI-87763029,4,,0,0,
OCESN5120F3161130:2024-09-25T00:19:05Z,20:12:00,20:16:00,StopPoint:OCETGV INOUI-87775007,5,,0,0,
OCESN5120F3161130:2024-09-25T00:19:05Z,20:49:00,20:49:00,StopPoint:OCETGV INOUI-87773002,6,,1,0,
OCESN5120F3164354:2024-09-29T00:20:05Z,15:26:00,15:26:00,StopPoint:OCETGV INOUI-87223263,0,,0,1,
OCESN5120F3164354:2024-09-29T00:20:05Z,16:19:00,16:27:00,StopPoint:OCETGV INOUI-87271494,1,,0,0,
OCESN5120F3164354:2024-09-29T00:20:05Z,16:37:00,16:42:00,StopPoint:OCETGV INOUI-87111849,2,,0,0,
OCESN5120F3164354:2024-09-29T00:20:05Z,18:30:00,18:40:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5120F3164354:2024-09-29T00:20:05Z,19:21:00,19:24:00,StopPoint:OCETGV INOUI-87763029,4,,0,0,
OCESN5120F3164354:2024-09-29T00:20:05Z,20:12:00,20:16:00,StopPoint:OCETGV INOUI-87775007,5,,0,0,
OCESN5120F3164354:2024-09-29T00:20:05Z,20:49:00,20:49:00,StopPoint:OCETGV INOUI-87773002,6,,1,0,
OCESN5120F3235673:2024-09-25T00:19:05Z,15:26:00,15:26:00,StopPoint:OCETGV INOUI-87223263,0,,0,1,
OCESN5120F3235673:2024-09-25T00:19:05Z,16:21:00,16:27:00,StopPoint:OCETGV INOUI-87271494,1,,0,0,
OCESN5120F3235673:2024-09-25T00:19:05Z,16:37:00,16:42:00,StopPoint:OCETGV INOUI-87111849,2,,0,0,
OCESN5120F3235673:2024-09-25T00:19:05Z,18:30:00,18:40:00,StopPoint:OCETGV INOUI-87723197,3,,0,0,
OCESN5120F3235673:2024-09-25T00:19:05Z,19:21:00,19:24:00,StopPoint:OCETGV INOUI-87763029,4,,0,0,
OCESN5120F3235673:2024-09-25T00:19:05Z,20:12:00,20:16:00,StopPoint:OCETGV INOUI-87775007,5,,0,0,
OCESN5120F3235673:2024-09-25T00:19:05Z,20:49:00,20:49:00,StopPoint:OCETGV INOUI-87773002,6,,1,0,
OCESN5120F3324660:2024-09-25T00:19:05Z,15:26:00,15:26:00,StopPoint:OCETGV INOUI-87223263,0,,0,1,
