stop_id_start,stop_id_end,travel_time,trip_id,departure_station,stop_lat_start,stop_lon_start,stop_lat_end,stop_lon_end,arrival_station,trip_type,departure_city,arrival_city
StopPoint:OCETrain TER-87317016,StopPoint:OCETrain TER-87317123,4.0,OCESN842640F3465868:2024-10-13T00:47:17Z,Boulogne - Tintelleries,50.727284,1.609036,50.764273,1.614416,Wimille - Wimereux,TER,Boulogne,Wimille
StopPoint:OCETrain TER-87317586,StopPoint:OCETrain TER-87317016,2.0,OCESN842654F3527989:2024-10-13T00:47:17Z,Boulogne sur Mer,50.715793,1.609736,50.727284,1.609036,Boulogne - Tintelleries,TER,Boulogne,Boulogne
StopPoint:OCECar TER-87317586,StopPoint:OCECar TER-87281071,31.0,OCESN435636R3453267:2024-10-13T00:47:17Z,Boulogne sur Mer,50.715793,1.609736,50.901216,1.810491,Calais - Fréthun,TER,Boulogne,Calais
StopPoint:OCETrain TER-87317586,StopPoint:OCETrain TER-87317263,29.0,OCESN16366F3438059:2024-10-13T00:47:17Z,Boulogne sur Mer,50.715793,1.609736,50.953466,1.850885,Calais Ville,TER,Boulogne,Calais
StopPoint:OCETrain TER-87317586,StopPoint:OCETrain TER-87317107,6.0,OCESN842618F3519891:2024-10-13T00:47:17Z,Boulogne sur Mer,50.715793,1.609736,50.661076,1.667119,Hesdigneul,TER,Boulogne,Hesdigneul
StopPoint:OCETrain TER-87317586,StopPoint:OCETrain TER-87317339,10.0,OCESN16390F2996588:2024-10-13T00:47:17Z,Boulogne sur Mer,50.715793,1.609736,50.806636,1.730116,Marquise - Rinxent,TER,Boulogne,Marquise
StopPoint:OCETrain TER-87317586,StopPoint:OCETrain TER-87317115,5.0,OCESN842602F3438571:2024-10-13T00:47:17Z,Boulogne sur Mer,50.715793,1.609736,50.681174,1.628004,Pont de Briques,TER,Boulogne,Pont (Hauts-de-France)
StopPoint:OCETrain TER-87317586,StopPoint:OCETrain TER-87317065,15.0,OCESN16350F2996637:2024-10-13T00:47:17Z,Boulogne sur Mer,50.715793,1.609736,50.517022,1.641909,Étaples - Le Touquet,TER,Boulogne,Étaples
StopPoint:OCETrain TER-87757534,StopPoint:OCETrain TER-87757559,5.0,OCESA881259F3506833:2024-10-08T00:31:46Z,Boulouris sur Mer,43.416333,6.808259,43.43137,6.8565,Agay,TER,Boulouris,Agay
StopPoint:OCETrain TER-87757534,StopPoint:OCETrain TER-87757542,3.0,OCESN881111F3220158:2024-10-11T00:34:04Z,Boulouris sur Mer,43.416333,6.808259,43.417829,6.844289,Le Dramont,TER,Boulouris,Le Dramont
StopPoint:OCETrain TER-87757534,StopPoint:OCETrain TER-87757526,4.0,OCESA881202F3519238:2024-10-08T00:31:46Z,Boulouris sur Mer,43.416333,6.808259,43.423631,6.769037,Saint-Raphaël Valescure,TER,Boulouris,Saint-Raphaël
StopPoint:OCETrain TER-87281279,StopPoint:OCETrain TER-87281006,14.0,OCESN844608F3338271:2024-10-13T00:47:17Z,Bourbourg,50.952229,2.194259,51.031248,2.368515,Dunkerque,TER,Bourbourg,Dunkerque
StopPoint:OCETrain TER-87281279,StopPoint:OCETrain TER-87281311,8.0,OCESN844600F2865238:2024-10-13T00:47:17Z,Bourbourg,50.952229,2.194259,51.002569,2.313346,Grande-Synthe,TER,Bourbourg,Grande-Synthe
StopPoint:OCETrain TER-87281279,StopPoint:OCETrain TER-87281246,6.0,OCESN844601F3513233:2024-10-02T00:44:21Z,Bourbourg,50.952229,2.194259,50.978868,2.123312,Gravelines,TER,Bourbourg,Gravelines
StopPoint:OCETrain TER-87214775,StopPoint:OCETrain TER-87214783,3.0,OCESN831808F3524469:2024-10-13T00:47:17Z,Bourg-Bruche,48.359846,7.13731,48.347317,7.110263,Saales,TER,Bourg-Bruche,Saales
StopPoint:OCETrain TER-87214775,StopPoint:OCETrain TER-87214742,6.0,OCESN831863F3524527:2024-10-13T00:47:17Z,Bourg-Bruche,48.359846,7.13731,48.407333,7.165336,Saint-Blaise-la-Roche,TER,Bourg-Bruche,Saint-Blaise-la-Roche
StopPoint:OCECar TER-87660886,StopPoint:OCECar TER-87214783,5.0,OCESN401814R3154948:2024-10-13T00:47:17Z,Bourg-Bruche Église,48.359044,7.135169,48.347317,7.110263,Saales,TER,Bourg-Bruche,Saales
StopPoint:OCECar TER-87660886,StopPoint:OCECar TER-87214742,7.0,OCESN401827R3146411:2024-10-13T00:47:17Z,Bourg-Bruche Église,48.359044,7.135169,48.407333,7.165336,Saint-Blaise-la-Roche,TER,Bourg-Bruche,Saint-Blaise-la-Roche
StopPoint:OCECar TER-87784876,StopPoint:OCECar TER-87784868,5.0,OCESN423022R3278806:2024-10-08T00:31:46Z,Bourg-Madame,42.43237,1.948595,42.419967,1.977117,Osséja,TER,Bourg-Madame,Osséja
StopPoint:OCECar TER-87784876,StopPoint:OCECar TER-87784884,4.0,OCESN423021R3279424:2024-10-08T00:31:46Z,Bourg-Madame,42.43237,1.948595,42.457481,1.940549,Ur les Escaldes,TER,Bourg-Madame,Ur
StopPoint:OCECar TER-87741793,StopPoint:OCECar TER-87741769,15.0,OCESN33324R3520004:2024-10-02T00:44:21Z,Bourg-Saint-Maurice,45.619036,6.771273,45.554387,6.648614,Aime - La Plagne,TER,Bourg-Saint-Maurice,Aime
StopPoint:OCETrain TER-87741793,StopPoint:OCETrain TER-87741777,8.0,OCESN883158F3493708:2024-10-13T00:47:17Z,Bourg-Saint-Maurice,45.619036,6.771273,45.574213,6.733849,Landry,TER,Bourg-Saint-Maurice,Landry
StopPoint:OCECar TER-87741793,StopPoint:OCECar TER-87741728,30.0,OCESN33334R3501075:2024-10-13T00:47:17Z,Bourg-Saint-Maurice,45.619036,6.771273,45.48647,6.531399,Moûtiers-Salins-Brides-les-B.,TER,Bourg-Saint-Maurice,Moûtiers-Salins-Brides-les-B.
StopPoint:OCETrain TER-87743005,StopPoint:OCETrain TER-87743716,19.0,OCESN886406F3169489:2024-10-13T00:47:17Z,Bourg-en-Bresse,46.200111,5.215011,45.954014,5.342402,Ambérieu-en-Bugey,TER,Bourg-en-Bresse,Ambérieu-en-Bugey
StopPoint:OCELyria-87743005,StopPoint:OCELyria-87745000,50.0,OCESN9781F3152054:2024-10-13T00:47:17Z,Bourg-en-Bresse,46.200111,5.215011,46.109425,5.823483,Bellegarde,TGV,Bourg-en-Bresse,Bellegarde
StopPoint:OCETrain TER-87743005,StopPoint:OCETrain TER-87743302,8.0,OCESN886401F3228407:2024-10-13T00:47:17Z,Bourg-en-Bresse,46.200111,5.215011,46.183333,5.325636,Ceyzériat,TER,Bourg-en-Bresse,Ceyzériat
StopPoint:OCECar TER-87743005,StopPoint:OCECar TER-87713735,55.0,OCESN31864R3162057:2024-10-13T00:47:17Z,Bourg-en-Bresse,46.200111,5.215011,46.630929,5.21753,Louhans,TER,Bourg-en-Bresse,Louhans
StopPoint:OCETrain TER-87743005,StopPoint:OCETrain TER-87723197,47.0,OCESN895857F3157047:2024-10-08T00:31:46Z,Bourg-en-Bresse,46.200111,5.215011,45.760596,4.859409,Lyon Part Dieu,TER,Bourg-en-Bresse,Lyon
StopPoint:OCETrain TER-87743005,StopPoint:OCETrain TER-87723585,27.0,OCESN895951F2924486:2024-10-13T00:47:17Z,Bourg-en-Bresse,46.200111,5.215011,45.901783,5.193296,Meximieux - Pérouges,TER,Bourg-en-Bresse,Meximieux
StopPoint:OCELyria-87743005,StopPoint:OCELyria-87743351,28.0,OCESN9781F3502770:2024-10-13T00:47:17Z,Bourg-en-Bresse,46.200111,5.215011,46.184121,5.532726,Nurieux Gare,TGV,Bourg-en-Bresse,Nurieux
StopPoint:OCELyria-87743005,StopPoint:OCELyria-87686006,106.0,OCESN9764F3156653:2024-10-13T00:47:17Z,Bourg-en-Bresse,46.200111,5.215011,48.844945,2.373481,Paris Gare de Lyon Hall 1 - 2,TGV,Bourg-en-Bresse,Paris
StopPoint:OCETrain TER-87743005,StopPoint:OCETrain TER-87725846,6.0,OCESN882104F3347670:2024-10-13T00:47:17Z,Bourg-en-Bresse,46.200111,5.215011,46.244657,5.123894,Polliat,TER,Bourg-en-Bresse,Polliat
StopPoint:OCETrain TER-87743005,StopPoint:OCETrain TER-87718296,16.0,OCESN895914F3157031:2024-10-13T00:47:17Z,Bourg-en-Bresse,46.200111,5.215011,46.433733,5.334427,Saint-Amour,TER,Bourg-en-Bresse,Saint-Amour
StopPoint:OCETrain TER-87743005,StopPoint:OCETrain TER-87743112,8.0,OCESN882103F3519303:2024-10-13T00:47:17Z,Bourg-en-Bresse,46.200111,5.215011,46.095702,5.303215,Saint-Martin-du-Mont,TER,Bourg-en-Bresse,Saint-Martin-du-Mont
StopPoint:OCETrain TER-87743005,StopPoint:OCETrain TER-87723791,7.0,OCESN887411F3424792:2024-10-13T00:47:17Z,Bourg-en-Bresse,46.200111,5.215011,46.130994,5.168175,Servas - Lent,TER,Bourg-en-Bresse,Servas
StopPoint:OCECar TER-87695999,StopPoint:OCECar TER-87743104,8.0,OCESN30015R3559980:2024-10-13T00:47:17Z,Bourg-en-Bresse Archives,46.195328,5.226676,46.134616,5.290295,La Vavrette Tossiat RD1075,TER,Bourg-en-Bresse,La Vavrette Tossiat RD1075
StopPoint:OCECar TER-87697672,StopPoint:OCECar TER-87725689,35.0,OCESN30050R3567385:2024-10-13T00:47:17Z,Bourg-en-Bresse Charité,46.207629,5.21974,46.302572,4.824887,Mâcon,TER,Bourg-en-Bresse,Mâcon
StopPoint:OCECar TER-87697672,StopPoint:OCECar TER-87725705,39.0,OCESN30060R3567403:2024-10-13T00:47:17Z,Bourg-en-Bresse Charité,46.207629,5.21974,46.282912,4.778924,Mâcon - Loché TGV,TER,Bourg-en-Bresse,Mâcon
StopPoint:OCECar TER-87697672,StopPoint:OCECar TER-87697706,10.0,OCESN30062R3527811:2024-10-13T00:47:17Z,Bourg-en-Bresse Charité,46.207629,5.21974,46.24936,5.126289,Polliat-Mairie,TER,Bourg-en-Bresse,Polliat-Mairie
StopPoint:OCETrain TER-87576207,StopPoint:OCETrain TER-87576439,12.0,OCESN860844F3510679:2024-10-02T00:44:21Z,Bourges,47.094129,2.394236,47.034698,2.652568,Avord,TER,Bourges,Avord
StopPoint:OCECar-87576207,StopPoint:OCECar-87576298,42.0,OCESN52635R3428135:2024-10-12T00:35:06Z,Bourges,47.094129,2.394236,46.856758,2.310109,Châteauneuf-sur-Cher,TER,Bourges,Châteauneuf-sur-Cher
StopPoint:OCECar-87576207,StopPoint:OCECar-87487264,20.0,OCESN52649R3311678:2024-10-11T00:34:04Z,Bourges,47.094129,2.394236,47.020213,2.300928,Le Subdray Lycée Agricole,TER,Bourges,Le Subdray Lycée Agricole
StopPoint:OCETrain TER-87576207,StopPoint:OCETrain TER-87576132,6.0,OCESN861552F3498167:2024-10-13T00:47:17Z,Bourges,47.094129,2.394236,47.100074,2.282611,Marmagne,TER,Bourges,Marmagne (Centre-Val de Loire)
StopPoint:OCETrain TER-87576207,StopPoint:OCETrain TER-87576116,9.0,OCESN861322F3510520:2024-10-13T00:47:17Z,Bourges,47.094129,2.394236,47.139441,2.207134,Mehun-sur-Yèvre,TER,Bourges,Mehun-sur-Yèvre
StopPoint:OCETrain TER-87576207,StopPoint:OCETrain TER-87696005,36.0,OCESN3923F3312667:2024-09-25T00:19:05Z,Bourges,47.094129,2.394236,46.987282,3.150743,Nevers,TER,Bourges,Nevers
StopPoint:OCETrain TER-87576207,StopPoint:OCETrain TER-87576322,53.0,OCESN861103F3462854:2024-10-13T00:47:17Z,Bourges,47.094129,2.394236,46.726483,2.486097,Saint-Amand-Montrond - Orval,TER,Bourges,Saint-Amand-Montrond
StopPoint:OCETrain TER-87576207,StopPoint:OCETrain TER-87576272,13.0,OCESN861123F3355927:2024-10-12T00:35:06Z,Bourges,47.094129,2.394236,46.992111,2.252111,Saint-Florent-sur-Cher,TER,Bourges,Saint-Florent-sur-Cher
StopPoint:OCETrain TER-87576207,StopPoint:OCETrain TER-87576405,5.0,OCESN861363F3023601:2024-10-13T00:47:17Z,Bourges,47.094129,2.394236,47.096707,2.484994,Saint-Germain-du-Puy,TER,Bourges,Saint-Germain-du-Puy
StopPoint:OCECar-87576207,StopPoint:OCECar-87748509,58.0,OCESN52610R2664700:2024-10-12T00:35:06Z,Bourges,47.094129,2.394236,47.328682,2.832477,Sancerre Avenue de Verdun,TER,Bourges,Sancerre
StopPoint:OCETrain TER-87576207,StopPoint:OCETrain TER-87576009,18.0,OCESN860851F3313110:2024-09-25T00:19:05Z,Bourges,47.094129,2.394236,47.226324,2.059092,Vierzon,TER,Bourges,Vierzon
StopPoint:OCECar-87744995,StopPoint:OCECar-87576207,4.0,OCESN52632R3427900:2024-10-12T00:35:06Z,Bourges Juranville,47.082885,2.38918,47.094129,2.394236,Bourges,TER,Bourges,Bourges
StopPoint:OCECar-87335810,StopPoint:OCECar-87320721,10.0,OCESN57503R3358107:2024-10-13T00:47:17Z,Bourgneuf-en-Retz,47.031497,-1.917385,46.973679,-1.996121,Bouin,TER,Bourgneuf-en-Retz,Bouin
StopPoint:OCETrain TER-87481242,StopPoint:OCETrain TER-87481259,4.0,OCESN859243F3240868:2024-10-11T00:34:04Z,Bourgneuf-en-Retz,47.046899,-1.955226,47.061902,-2.001132,Les Moutiers-en-Retz,TER,Bourgneuf-en-Retz,Les Moutiers-en-Retz
StopPoint:OCECar-87335810,StopPoint:OCECar-87481002,45.0,OCESN57550R3460098:2024-10-13T00:47:17Z,Bourgneuf-en-Retz,47.031497,-1.917385,47.217491,-1.542077,Nantes,TER,Bourgneuf-en-Retz,Nantes
StopPoint:OCETrain TER-87481242,StopPoint:OCETrain TER-87481234,7.0,OCESN859252F3497872:2024-10-03T00:33:52Z,Bourgneuf-en-Retz,47.046899,-1.955226,47.105743,-1.865023,Saint-Hilaire-de-Chaléons,TER,Bourgneuf-en-Retz,Saint-Hilaire-de-Chaléons
StopPoint:OCECar-87335810,StopPoint:OCECar-87328625,10.0,OCESN57502R3357774:2024-10-13T00:47:17Z,Bourgneuf-en-Retz,47.031497,-1.917385,47.102875,-1.811237,Sainte-Pazanne Mairie,TER,Bourgneuf-en-Retz,Sainte-Pazanne
StopPoint:OCETrain TER-87723429,StopPoint:OCETrain TER-87723452,6.0,OCESN887305F3157986:2024-10-13T00:47:17Z,Bourgoin-Jallieu,45.583982,5.273862,45.56116,5.376118,Cessieu,TER,Bourgoin-Jallieu,Cessieu
StopPoint:OCECar TER-87723429,StopPoint:OCECar TER-87335521,68.0,OCESN33549R3562004:2024-10-13T00:47:17Z,Bourgoin-Jallieu,45.583982,5.273862,45.192693,5.714366,Grenoble,TER,Bourgoin-Jallieu,Grenoble
StopPoint:OCECar TER-87723429,StopPoint:OCECar TER-87697490,65.0,OCESN456403R3407086:2024-10-13T00:47:17Z,Bourgoin-Jallieu,45.583982,5.273862,45.191241,5.713017,Grenoble Europole,TER,Bourgoin-Jallieu,Grenoble
StopPoint:OCETrain TER-87723429,StopPoint:OCETrain TER-87761239,4.0,OCESN887300F3509389:2024-10-02T00:44:21Z,Bourgoin-Jallieu,45.583982,5.273862,45.607647,5.219598,L'Isle-d'Abeau,TER,Bourgoin-Jallieu,L'Isle-d'Abeau
StopPoint:OCETrain TER-87723429,StopPoint:OCETrain TER-87723478,9.0,OCESN887363F3483142:2024-10-08T00:31:46Z,Bourgoin-Jallieu,45.583982,5.273862,45.560287,5.449582,La Tour-du-Pin,TER,Bourgoin-Jallieu,La Tour-du-Pin
StopPoint:OCETrain TER-87723429,StopPoint:OCETrain TER-87723395,7.0,OCESN17602F3374579:2024-10-13T00:47:17Z,Bourgoin-Jallieu,45.583982,5.273862,45.627619,5.150785,La Verpillière,TER,Bourgoin-Jallieu,La Verpillière
StopPoint:OCETrain TER-87723429,StopPoint:OCETrain TER-87723197,24.0,OCESN18570F3250408:2024-10-12T00:35:06Z,Bourgoin-Jallieu,45.583982,5.273862,45.760596,4.859409,Lyon Part Dieu,TER,Bourgoin-Jallieu,Lyon
StopPoint:OCECar TER-87723429,StopPoint:OCECar TER-87747287,45.0,OCESN456519R3419368:2024-10-13T00:47:17Z,Bourgoin-Jallieu,45.583982,5.273862,45.364034,5.594959,Voiron,TER,Bourgoin-Jallieu,Voiron
StopPoint:OCETrain TER-87415323,StopPoint:OCETrain TER-87415364,14.0,OCESN852050F2673141:2024-10-12T00:35:06Z,Bourgtheroulde - Thuit-Hébert,49.317438,0.83832,49.196422,0.711783,Brionne,TER,Bourgtheroulde,Brionne
StopPoint:OCETrain TER-87415323,StopPoint:OCETrain TER-87411173,10.0,OCESN852002F3215619:2024-10-13T00:47:17Z,Bourgtheroulde - Thuit-Hébert,49.317438,0.83832,49.302766,1.00993,Elbeuf - Saint-Aubin,TER,Bourgtheroulde,Elbeuf
StopPoint:OCETrain TER-87486324,StopPoint:OCETrain TER-87486332,10.0,OCESN859070F3497850:2024-10-13T00:47:17Z,Bournezeau,46.651524,-1.178402,46.690254,-1.054205,Chantonnay,TER,Bournezeau,Chantonnay
StopPoint:OCETrain TER-87486324,StopPoint:OCETrain TER-87486316,4.0,OCESN859077F3300432:2024-10-13T00:47:17Z,Bournezeau,46.651524,-1.178402,46.665362,-1.232103,Fougeré,TER,Bournezeau,Fougeré
StopPoint:OCETrain TER-87481176,StopPoint:OCETrain TER-87481457,4.0,OCESN859654F3514788:2024-10-03T00:33:52Z,Boussay - La Bruffière,47.050453,-1.182615,47.05837,-1.25331,Cugand,TER,Boussay,Cugand
StopPoint:OCETrain TER-87481176,StopPoint:OCETrain TER-87486894,6.0,OCESN859398F3155558:2024-10-10T10:27:58Z,Boussay - La Bruffière,47.050453,-1.182615,47.03319,-1.117492,Torfou,TER,Boussay,Torfou
StopPoint:OCETrain TER-87611095,StopPoint:OCETrain TER-87611079,7.0,OCESN872716F3507980:2024-10-13T00:47:17Z,Boussens,43.179617,0.972543,43.212834,1.083106,Cazères,TER,Boussens,Cazères
StopPoint:OCETrain TER-87611095,StopPoint:OCETrain TER-87611087,4.0,OCESN872606F3165305:2024-10-12T00:35:06Z,Boussens,43.179617,0.972543,43.196254,1.016416,Martres-Tolosane,TER,Boussens,Martres-Tolosane
StopPoint:OCETrain TER-87611095,StopPoint:OCETrain TER-87611038,24.0,OCESN872700F3508046:2024-10-13T00:47:17Z,Boussens,43.179617,0.972543,43.464824,1.324449,Muret,TER,Boussens,Muret
StopPoint:OCETrain TER-87611095,StopPoint:OCETrain TER-87611137,14.0,OCESN872701F3047690:2024-10-13T00:47:17Z,Boussens,43.179617,0.972543,43.105048,0.729154,Saint-Gaudens,TER,Boussens,Saint-Gaudens
StopPoint:OCETrain TER-87611095,StopPoint:OCETrain TER-87611103,5.0,OCESN872613F3170816:2024-10-10T00:45:48Z,Boussens,43.179617,0.972543,43.138672,0.934754,Saint-Martory,TER,Boussens,Saint-Martory
StopPoint:OCETrain TER-87726216,StopPoint:OCETrain TER-87726158,10.0,OCESN886901F3433922:2024-10-13T00:47:17Z,Bouthéon,45.525002,4.278182,45.464868,4.379554,Saint-Étienne La Terrasse,TER,Bouthéon,Saint-Étienne
StopPoint:OCETrain TER-87726216,StopPoint:OCETrain TER-87726208,5.0,OCESN886900F3433921:2024-10-13T00:47:17Z,Bouthéon,45.525002,4.278182,45.565928,4.293438,Veauche - Saint-Galmier,TER,Bouthéon,Veauche
StopPoint:OCECar-87287235,StopPoint:OCECar-87287219,8.0,OCESN47980R3542593:2024-10-13T00:47:17Z,Bouvines,50.573794,3.202123,50.60387,3.193425,Anstaing,TER,Bouvines,Anstaing
StopPoint:OCECar TER-87642314,StopPoint:OCECar TER-87702084,2.0,OCESN30081R3483432:2024-10-13T00:47:17Z,Bouxwiller Centre,48.827393,7.483024,48.828192,7.486641,Bouxwiller Clos Des Seigneurs,TER,Bouxwiller,Bouxwiller
StopPoint:OCECar TER-87642314,StopPoint:OCECar TER-87642306,1.0,OCESN30130R3437995:2024-09-26T00:19:11Z,Bouxwiller Centre,48.827393,7.483024,48.826399,7.478946,Bouxwiller Lycée Schattenmann,TER,Bouxwiller,Bouxwiller
StopPoint:OCECar TER-87642314,StopPoint:OCECar TER-87678466,6.0,OCESN30101R3438000:2024-09-26T00:19:11Z,Bouxwiller Centre,48.827393,7.483024,48.846149,7.487526,Uttwiller Croisement,TER,Bouxwiller,Uttwiller
StopPoint:OCECar TER-87702084,StopPoint:OCECar TER-87642314,1.0,OCESN30086R3437697:2024-10-13T00:47:17Z,Bouxwiller Clos Des Seigneurs,48.828192,7.486641,48.827393,7.483024,Bouxwiller Centre,TER,Bouxwiller,Bouxwiller
StopPoint:OCECar TER-87702084,StopPoint:OCECar TER-87213165,6.0,OCESN30095R3438157:2024-10-08T00:31:46Z,Bouxwiller Clos Des Seigneurs,48.828192,7.486641,48.842587,7.547135,Obermodern,TER,Bouxwiller,Obermodern
StopPoint:OCECar TER-87702084,StopPoint:OCECar TER-87678466,4.0,OCESN30101R3455638:2024-10-12T00:35:06Z,Bouxwiller Clos Des Seigneurs,48.828192,7.486641,48.846149,7.487526,Uttwiller Croisement,TER,Bouxwiller,Uttwiller
StopPoint:OCECar TER-87642306,StopPoint:OCECar TER-87642314,2.0,OCESN30081R3483432:2024-10-13T00:47:17Z,Bouxwiller Lycée Schattenmann,48.826399,7.478946,48.827393,7.483024,Bouxwiller Centre,TER,Bouxwiller,Bouxwiller
StopPoint:OCECar TER-87642306,StopPoint:OCECar TER-87642298,8.0,OCESN30082R3455649:2024-10-13T00:47:17Z,Bouxwiller Lycée Schattenmann,48.826399,7.478946,48.822848,7.407151,Neuwiller Rue de Bouxwiller,TER,Bouxwiller,Neuwiller
StopPoint:OCECar TER-87193177,StopPoint:OCECar TER-87406728,2.0,OCESN35241R2978035:2024-10-11T00:34:04Z,Bouzonville,49.289974,6.529374,49.289873,6.535495,Bouzonville Rue d'Alzing,TER,Bouzonville,Bouzonville
StopPoint:OCECar TER-87193177,StopPoint:OCECar TER-87117507,2.0,OCESN35256R3140382:2024-10-11T00:34:04Z,Bouzonville,49.289974,6.529374,49.285029,6.524449,Vaudreching Bernanos,TER,Bouzonville,Vaudreching
StopPoint:OCECar TER-87735522,StopPoint:OCECar TER-87193177,1.0,OCESN35256R3140382:2024-10-11T00:34:04Z,Bouzonville Institut Providenc,49.292247,6.531394,49.289974,6.529374,Bouzonville,TER,Bouzonville,Bouzonville
StopPoint:OCECar TER-87406728,StopPoint:OCECar TER-87117515,16.0,OCESN35241R2978035:2024-10-11T00:34:04Z,Bouzonville Rue d'Alzing,49.289873,6.535495,49.278966,6.552207,Alzing Rue de Brettnach,TER,Bouzonville,Alzing
StopPoint:OCECar TER-87406728,StopPoint:OCECar TER-87193177,6.0,OCESN35304R2722260:2024-10-11T00:34:04Z,Bouzonville Rue d'Alzing,49.289873,6.535495,49.289974,6.529374,Bouzonville,TER,Bouzonville,Bouzonville
StopPoint:OCECar TER-87406728,StopPoint:OCECar TER-87735522,5.0,OCESN35256R3140382:2024-10-11T00:34:04Z,Bouzonville Rue d'Alzing,49.289873,6.535495,49.292247,6.531394,Bouzonville Institut Providenc,TER,Bouzonville,Bouzonville
StopPoint:OCETrain TER-87313213,StopPoint:OCETrain TER-87316109,5.0,OCESN848718F3155131:2024-10-13T00:47:17Z,Boves,49.846337,2.397793,49.799847,2.390921,Dommartin - Remiencourt,TER,Boves,Dommartin (Hauts-de-France)
StopPoint:OCETrain TER-87313213,StopPoint:OCETrain TER-87313049,4.0,OCESN848427F2803991:2024-10-11T00:34:04Z,Boves,49.846337,2.397793,49.864678,2.349937,Longueau,TER,Boves,Longueau
StopPoint:OCETrain TER-87313213,StopPoint:OCETrain TER-87316125,5.0,OCESN848416F3439728:2024-10-13T00:47:17Z,Boves,49.846337,2.397793,49.811866,2.435741,Thézy-Glimont,TER,Boves,Thézy-Glimont
StopPoint:OCECar TER-87582346,StopPoint:OCECar TER-87586008,20.0,OCESN54090R3483219:2024-10-12T00:35:06Z,Boé,44.177609,0.635013,44.207967,0.620867,Agen,TER,Boé,Agen
StopPoint:OCECar TER-87582346,StopPoint:OCECar TER-87586305,8.0,OCESN54091R3484065:2024-10-12T00:35:06Z,Boé,44.177609,0.635013,44.132927,0.660435,Layrac,TER,Boé,Layrac
StopPoint:OCETrain TER-87726471,StopPoint:OCETrain TER-87726448,14.0,OCESN889905F3431779:2024-10-13T00:47:17Z,Boën,45.741259,4.005316,45.604481,4.07824,Montbrison,TER,Boën,Montbrison
StopPoint:OCECar-87726471,StopPoint:OCECar-87742015,23.0,OCESN89806R3504934:2024-10-02T00:44:21Z,Boën,45.741259,4.005316,45.814254,3.768636,Noirétable Place Passelière,TER,Boën,Noirétable
StopPoint:OCETrain TER-87615054,StopPoint:OCETrain TER-87615286,11.0,OCESN876237F3507549:2024-10-13T00:47:17Z,Bram,43.243815,2.119325,43.218029,2.351824,Carcassonne,TER,Bram,Carcassonne
StopPoint:OCETrain TER-87615054,StopPoint:OCETrain TER-87615039,9.0,OCESN86970F3508721:2024-10-12T00:35:06Z,Bram,43.243815,2.119325,43.312292,1.95039,Castelnaudary,TER,Bram,Castelnaudary
StopPoint:OCETrain TER-87476242,StopPoint:OCETrain TER-87476259,6.0,OCESN856407F3300402:2024-10-12T00:35:06Z,Brandérion,47.782318,-3.19404,47.79913,-3.285796,Hennebont,TER,Brandérion,Hennebont
StopPoint:OCETrain TER-87476242,StopPoint:OCETrain TER-87476234,5.0,OCESN856408F3514766:2024-10-12T00:35:06Z,Brandérion,47.782318,-3.19404,47.759578,-3.125131,Landévant,TER,Brandérion,Landévant
StopPoint:OCETrain TER-87734244,StopPoint:OCETrain TER-87734251,5.0,OCESN873815F2900583:2024-10-13T00:47:17Z,Brassac-les-Mines - Sainte-Florine,45.414246,3.330167,45.365481,3.310216,Arvant,TER,Brassac-les-Mines,Arvant
StopPoint:OCECar TER-87734244,StopPoint:OCECar TER-87395657,5.0,OCESN31471R3550731:2024-10-13T00:47:17Z,Brassac-les-Mines - Sainte-Florine,45.414246,3.330167,45.413632,3.32142,Brassac-les-Mines Lycée Rabelais,TER,Brassac-les-Mines,Brassac-les-Mines
StopPoint:OCEINTERCITES-87734244,StopPoint:OCEINTERCITES-87734202,13.0,OCESN15940F3427959:2024-09-25T00:19:05Z,Brassac-les-Mines - Sainte-Florine,45.414246,3.330167,45.543949,3.25404,Issoire,INTERCITES,Brassac-les-Mines,Issoire
StopPoint:OCECar TER-87734244,StopPoint:OCECar TER-87721696,6.0,OCESN31118R3550679:2024-10-13T00:47:17Z,Brassac-les-Mines - Sainte-Florine,45.414246,3.330167,45.430201,3.339211,Jumeaux,TER,Brassac-les-Mines,Jumeaux
StopPoint:OCETrain TER-87734244,StopPoint:OCETrain TER-87734228,8.0,OCESN873650F3552262:2024-10-13T00:47:17Z,Brassac-les-Mines - Sainte-Florine,45.414246,3.330167,45.467099,3.262221,Le Breuil-sur-Couze,TER,Brassac-les-Mines,Le Breuil-sur-Couze
StopPoint:OCECar TER-87395657,StopPoint:OCECar TER-87734244,2.0,OCESN31478R3449954:2024-10-13T00:47:17Z,Brassac-les-Mines Lycée Rabelais,45.413632,3.32142,45.414246,3.330167,Brassac-les-Mines - Sainte-Florine,TER,Brassac-les-Mines,Brassac-les-Mines
StopPoint:OCECar TER-87395657,StopPoint:OCECar TER-87409524,4.0,OCESN31471R3550731:2024-10-13T00:47:17Z,Brassac-les-Mines Lycée Rabelais,45.413632,3.32142,45.405478,3.319408,Sainte-Florine Place François,TER,Brassac-les-Mines,Sainte-Florine
StopPoint:OCETrain TER-87611822,StopPoint:OCETrain TER-87611467,8.0,OCESN870306F3167781:2024-10-13T00:47:17Z,Brax - Léguevin,43.614887,1.236922,43.603734,1.334221,Colomiers,TER,Brax,Colomiers
